name,ingredients,diet,flavor_profile,course,prep_time,cook_time,images
vegetable jalfrezi,"corn, french beans, garam masala, ginger, carrots",vegetarian,spicy,main course,10,30,https://media.istockphoto.com/id/1346002172/photo/indian-food-of-chicken-jalfrezi-tikka.jpg?b=1&s=170667a&w=0&k=20&c=4yCx95bat_hiNgoq3oeJFFav545bGR2SpHvUVZHle0M=
tandoori chicken,"greek yoghurt, garam masala, kasuri methi, marinade, oil",non vegetarian,spicy,main course,240,30,https://media.istockphoto.com/id/1363311536/photo/tandoori-chicken.jpg?b=1&s=170667a&w=0&k=20&c=uGbISwNH_tzdC6EK5l8jMR7JTsK-ZssarVHRdLhZGGc=
tandoori fish tikka,"gram flour, biryani masala, yoghurt, fish filletss, green bell peppers",non vegetarian,spicy,starter,240,30,https://media.istockphoto.com/id/1022778136/photo/chicken-and-fish-tikka-kabab-pune-india.jpg?b=1&s=170667a&w=0&k=20&c=mCfm3T9CCuDstxyE-VOyxwCZq9PVXkmvPR3mSFlWtFE=
dosa,"flour, arhar daal, ginger, kala zeera, green chillies",vegetarian,spicy,snack,150,25,https://media.istockphoto.com/id/1318600400/photo/plain-dosa-dish.jpg?b=1&s=170667a&w=0&k=20&c=A-HkE1es3twBv-lHO__wDQSJXrGps043RUh392XXZBM=
boiled banana curry,"banana, long beans, urad daal",vegetarian,spicy,main course,30,45,https://media.istockphoto.com/id/482952097/photo/smoothie-with-curd-and-banana.jpg?b=1&s=170667a&w=0&k=20&c=TvEeUscVY1Cmat3mLdBuv18U2p7vQMwk7N7KPQEeVmg=
hot lentil rice ,"pigeon peas, chana daal, urad daal, green peas, french beans",vegetarian,spicy,main course,30,45,https://media.istockphoto.com/id/529139494/photo/lentils-and-rice-with-crispy-onions-and-parsley.jpg?b=1&s=170667a&w=0&k=20&c=-CVhUhdl4yangw_EWQSIARU18gcPSEvexNnnKTu8ChY=
curry pulao,"chana daal, urad daal, coconut, sesame seeds, curry leaves",vegetarian,spicy,main course,10,20,https://media.istockphoto.com/id/1267463513/photo/chicken-biryani-rice.jpg?b=1&s=170667a&w=0&k=20&c=9mXQKBLQv1Uj8_cYu1-63I_lr0GUCFI-dethluoYtxY=
cheese dosa,"chana daal, urad daal, urad daal, rice, rock salt, cheese",vegetarian,spicy,snack,360,90,https://media.istockphoto.com/id/1313232107/photo/gluten-free-red-lentil-panckes-with-feta-cheese.jpg?b=1&s=170667a&w=0&k=20&c=Dpx0ZkoWL3jcjvMDBF_cJAqzWXOW_PLLAMa1RZxAxq8=
rice noodles,"rice flour, water, coconut",vegetarian,spicy,snack,120,30,https://media.istockphoto.com/id/155433564/photo/rice-noodles.jpg?b=1&s=170667a&w=0&k=20&c=Un2d_SSJEh-0MJGNPf1lkoQm6k5A52a4QGdBEbQmbwY=
savoury rice cake,"urad daal, urad daal, idli rice, rock salt",vegetarian,spicy,snack,360,90,https://media.istockphoto.com/id/1337387395/photo/puffed-rice-cakes-on-wooden-background.jpg?b=1&s=170667a&w=0&k=20&c=VbW719bZe3ecHkLD8_IGFw75wwyJTiQuljgTwaSDwpA=
rice daal,"rice, carrots, mustard, red chillies, black salt",vegetarian,other,snack,10,45,https://media.istockphoto.com/id/1383955774/photo/macro-closeup-of-orange-curry-healthy-coconut-squash-dal-indian-yellow-split-peas-sauce-food.jpg?b=1&s=170667a&w=0&k=20&c=lC7-6_y_xorF0afxgB6QtupyfOexJNjGiLsUe3ttExM=
vegetable gravy,"oil, drumsticks, tamarind paste, sambar powder, tomatoes",vegetarian,spicy,main course,30,40,https://media.istockphoto.com/id/1348136577/photo/traditional-thanksgiving-sides.jpg?b=1&s=170667a&w=0&k=20&c=Ly1umcfnnB2t0ePo3ghqYEYw2hgIndBGpxsbDYLyYN4=
spinach moong daal,"moong daal, chana daal, spinach, urad daal, oil",vegetarian,spicy,main course,20,30,https://media.istockphoto.com/id/1172612723/photo/famous-indian-punjabi-dish-i-e-roasted-dal-with-spinach-in-a-glass-plate-on-the-wooden.jpg?b=1&s=170667a&w=0&k=20&c=BRAm3YbmzKKUaVb-hk48uV9bZlasgPTJMzimEIuPLjU=
spinach stew,"urad daal, curry leaves, sugar, mustard seeds, spinach",vegetarian,spicy,main course,25,30,https://media.istockphoto.com/id/1284958894/photo/creamy-tuscan-chicken-with-sun-dried-tomatoes-spinach-and-parmesan.jpg?b=1&s=170667a&w=0&k=20&c=1qAAKlTCj9MhIC0iMxfjNISA87E7yiDOceXAwyPrZ30=
spinach daal,"tomatoes, mustard seeds, fenugreek seeds,spinach,daal",vegetarian,spicy,main course,10,20,https://media.istockphoto.com/id/1269732365/photo/coconut-red-lentil-dahl-with-baked-turmeric-cauliflower-and-sweet-potato.jpg?b=1&s=170667a&w=0&k=20&c=JkqWRUkbDB_1Lwv3bR6OkxclBRQafdrKJBej8SwXoB0=
spinach salad,"amaranth leaves, urad daal, mustard seeds, grated coconut, red chillies,spinach",vegetarian,spicy,main course,20,30,https://media.istockphoto.com/id/184944296/photo/green-salad-with-strawberries-and-spinach.jpg?b=1&s=170667a&w=0&k=20&c=14-6lTY07xFwTgpkmDptXq4DeYa-YjR8x_ievia6BD0=
beef fry,"beef, coconut, garam masala, curry leaves, green chillies, chillies",non vegetarian,spicy,main course,10,60,https://media.istockphoto.com/id/536616025/photo/medium-rare-steak.jpg?b=1&s=170667a&w=0&k=20&c=O4PzJUWwh-0Mb-D7vwdCPkpU_s-06Y_5V1ATK-Eo6Ts=
vegetable stew,"chana daal, urad daal, potatoes, beans, peas",vegetarian,spicy,main course,10,15,https://media.istockphoto.com/id/1391084788/photo/vegetable-stew.jpg?b=1&s=170667a&w=0&k=20&c=Ei9HrR65q0mPL-fcqx3wFPdKGJKsx49vi68RHHHhnG0=
cabbage stew,"moong daal, chana daal, cabbage, tamarind, curry leaves",vegetarian,spicy,main course,10,20,https://media.istockphoto.com/id/1019241542/photo/young-and-fresh-cabbage-cooked-with-bacon-cubes.jpg?b=1&s=170667a&w=0&k=20&c=Sz17XgM0uzLXx8P4DOTVhXDA99DfwNTO_c7ZP_V3kLE=
vegetable salad,"moong daal, cucumber, curry leaves, green chillies, lemon juice",vegetarian,spicy,main course,10,20,https://media.istockphoto.com/id/931135150/photo/leaf-vegetable-salad-with-smoked-salmon.jpg?b=1&s=170667a&w=0&k=20&c=S9QCgUHIq6Kbg-lyTkuUdJnbvVAeH2BeZ_6TyLuVDrs=
coriander rice,"chana daal, urad daal, gooseberry, rice, curry leaves,coriander",vegetarian,spicy,main course,10,20,https://media.istockphoto.com/id/1313361282/photo/mexican-rice-and-chorizo-sausage-wrap.jpg?b=1&s=170667a&w=0&k=20&c=73b_FsGhw76OMrWpMp-1h-9PyO37HbztLqvrSU8zfU8=
steamed coconut dumplings,"oil, rice, jaggery, grated coconut",vegetarian,spicy,main course,10,90,https://media.istockphoto.com/id/1409208643/photo/modak-indian-sweet-dumpling.jpg?b=1&s=170667a&w=0&k=20&c=SNgKnZ4nUiMWkxmJepkfhTvwdLyLkaULmMH6suGDCic=
tamarind curry,"pearl onions, urad daal, drumsticks, tomatoes, curry leaves,tamarind",vegetarian,spicy,main course,5,30,https://media.istockphoto.com/id/1422326139/photo/close-up-image-of-pile-of-boiled-white-rice-puri-and-bowls-of-chutney-and-dips-on-metal-thali.jpg?b=1&s=170667a&w=0&k=20&c=WbyXI-OXy8HMfYgAkZNgTh1yZu_34cFUVspVugV6AFk=
masala dosa,"chana daal, urad daal, potatoes, idli rice, thick poha",vegetarian,spicy,snack,360,90,https://media.istockphoto.com/id/1450442562/photo/south-indian-food-served-in-a-white-plate.jpg?b=1&s=170667a&w=0&k=20&c=jchKWAqL9dayV8aNX112igDSrJHDYXQ1t4NSvNbfnXU=
coconut pickle ,"oil, cucumber, curd, curry leaves, mustard seeds",vegetarian,other,main course,10,25,https://media.istockphoto.com/id/512962225/photo/khao-soi.jpg?b=1&s=170667a&w=0&k=20&c=88gFfyLXVJFeMHNysDyaLIim6IY6kWco1tj5BeWgYzc=
fried rice lentil dumplings,"yoghurt, ginger, curry leaves, baking soda, green chillies",vegetarian,other,main course,10,20,https://media.istockphoto.com/id/1453781816/photo/large-portion-of-chinese-foods.jpg?b=1&s=170667a&w=0&k=20&c=5gb990PvzFOSTjv2SaLbf5JNwbvVQZ4xyWdgvgr70M8=
lentil crackers,"lentils, black pepper, oil",vegetarian,spicy,snack,5,5,https://media.istockphoto.com/id/843183164/photo/wholegrain-and-dietary-fiber-food-on-white-background.jpg?b=1&s=170667a&w=0&k=20&c=iW4MfUD-N7mHs2Vrh7M5C1PQM5MlXClhwtharBPb_u4=
lemon kheer,"rice,  khoya, milk,lemon ",vegetarian,spicy,main course,20,40,https://media.istockphoto.com/id/1279476947/photo/lemon-curd.jpg?b=1&s=170667a&w=0&k=20&c=BJP1WzYM-IYzWXiFNrznzm5BFi6uWSZKGbUxub6Vm9c=
choco pie,"rice, cashews, milk, raisins, sugar,flour, cake mix, chocolate",vegetarian,sweet,dessert,15,30,https://media.istockphoto.com/id/1169488627/photo/choco-pie-chocolate-isolated-on-white-background.jpg?b=1&s=170667a&w=0&k=20&c=MQ_UCmqsXU0cfZJO0F9Ip2IGAjnYeOA8fqtszfMIl_c=
one pot rice,"arhar daal, sambar powder, tomatoes, curry leaves, fennel seeds,rice",vegetarian,other,main course,10,20,https://media.istockphoto.com/id/1433381759/photo/cooking-tasty-rice-and-vegetable-mix-with-corn-pea-beans-in-pan-on-kitchen.jpg?b=1&s=170667a&w=0&k=20&c=_JNw4dMeFyY2fCgx4ZK4aoabpY8qTG96IMt1EpuG3_8=
moong beans crepe,"green moong beans, rice flour",vegetarian,spicy,snack,120,20,https://media.istockphoto.com/id/1364649462/photo/close-up-image-of-pile-of-crispy-yellow-split-mung-bean-fritters-on-stainless-steel-thali.jpg?b=1&s=170667a&w=0&k=20&c=21crR6oDKbrYwhO2qfVfdfCuy65HXhRpuByL5xKWbH0=
stir fry coconut rice,"chana daal, urad daal, beans, coconut, mustard,rice",vegetarian,spicy,main course,30,40,https://media.istockphoto.com/id/1383955774/photo/macro-closeup-of-orange-curry-healthy-coconut-squash-dal-indian-yellow-split-peas-sauce-food.jpg?b=1&s=170667a&w=0&k=20&c=lC7-6_y_xorF0afxgB6QtupyfOexJNjGiLsUe3ttExM=
tamarind rice,"urad daal, lemon, tamarind, rice, curry leaves",vegetarian,other,main course,10,20,https://media.istockphoto.com/id/1432250405/photo/tamarind-poha-or-puli-aval.jpg?b=1&s=170667a&w=0&k=20&c=FtyujwBNzZZoCbowFgle0evYCRKpYP_-nk0IxKoxHDM=
tomato soup,"tomatoes, curry leaves, garlic, mustard seeds, water",vegetarian,spicy,main course,10,35,https://media.istockphoto.com/id/1334868479/photo/bowl-of-tomato-soup-isolated-on-white-background-top-view.jpg?b=1&s=170667a&w=0&k=20&c=iRcclyn9BAIhfEoFAnOpgnhH5CyCN3q81Efeaosqe9c=
portioned rice rolls,"rice flour, sugar, coconut",vegetarian,other,main course,495,40,https://media.istockphoto.com/id/1025470788/photo/vegan-rice-paper-spring-rolls.jpg?b=1&s=170667a&w=0&k=20&c=V7hRSF03Le4lZjreRHzkoYcSIakljUzLxwI4Ep1dX0Y=
cauliflower porridge,"pigeon peas, eggsplant, drumsticks, sambar powder, tamarind, cauliflower",vegetarian,spicy,main course,20,45,https://media.istockphoto.com/id/472840948/photo/creamy-cauliflower-garlic-rice.jpg?b=1&s=170667a&w=0&k=20&c=dJgSAuAsFBRKjwf8XqiSSestxDk6F18euyV8g9YXH4Y=
cheese papar,"thin rice flakes, black sesame seeds, curry leaves,cheese",vegetarian,other,main course,120,60,https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MXx8Y2hlZXNlJTIwcGFwcGFyfGVufDB8fDB8fA%3D%3D&auto=format&fit=crop&w=500&q=60
siwai,"sevai, parboiled rice, steamer",vegetarian,other,main course,120,30,https://media.istockphoto.com/id/1193312328/photo/seviyan-or-vermicelli-kheer-an-indian-dessert-made-of-semolina-noodles-topped-with-rose.jpg?b=1&s=170667a&w=0&k=20&c=-6h-hHTjLNnMRG2bNhi5OMsUV0AkdxJVrxGPcf_TWws=
curd rice,"urad daal, curd, oil, ginger, curry leaves, mustard seeds,rice",vegetarian,other,main course,10,20,https://media.istockphoto.com/id/1066283008/photo/indian-thaali-meal.jpg?b=1&s=170667a&w=0&k=20&c=Uiw6kSNbLZGa5n0YDvXlF4_F_22XSswFeFGGRk9i2do=
red bean soup,"coconut, red beans, masala, oil, tamarind",vegetarian,other,main course,15,20,https://media.istockphoto.com/id/967254382/photo/red-bean-or-azuki-bean-soup-popular-dessert-in-malaysia.jpg?b=1&s=170667a&w=0&k=20&c=qxs6qwZLJ-JLQgXNDjaZfioQbpPRANc10yVA9Xj7JGM=
savoury pancake,"chana daal, urad daal, thick poha, tomatoes, butter",vegetarian,spicy,snack,10,20,https://media.istockphoto.com/id/1330604424/photo/macro-closeup-side-view-of-stack-of-buttermilk-pancakes-on-plate-as-traditional-breakfast.jpg?b=1&s=170667a&w=0&k=20&c=LTEp5V3tgPEoDSZCGF1-ykSftPN_4eXY-SaXKDTrqJY=
potato cutlets,"urad daal, ginger, curry leaves, green chillies, black pepper,potatoes",vegetarian,spicy,snack,15,20,https://media.istockphoto.com/id/1290088963/photo/tuna-and-potato-cutlets-with-spinach-and-greek-yogurt-on-a-dark-background-top-view.jpg?b=1&s=170667a&w=0&k=20&c=xuoAhDJNzoZNP9rKjXadVtXxw6JFOWSLZ2QSToanBn0=
chicken stir fry,"meat curry powder, chicken, ginger, tomatoes, cinnamon",non vegetarian,spicy,main course,10,35,https://media.istockphoto.com/id/157439126/photo/chicken-and-vegetable-stir-fry.jpg?b=1&s=170667a&w=0&k=20&c=e1BJA6x4fPBn8rTGG_za1F4v2hB7VSy6ByvwXc4-S54=
upma,"chana daal, urad daal, ginger, curry leaves, sugar",vegetarian,spicy,snack,10,20,https://media.istockphoto.com/id/1420751833/photo/upma-uppumavu-or-uppittu-is-a-dish-originating-from-the-indian-subcontinent.jpg?b=1&s=170667a&w=0&k=20&c=TODz7CV6_UhC9mkwVfKm_0QMzDbN7AwLymUXp06cBfU=
sweet and sour daal,"kala masala, arhar daal, curry leaves, mustard seeds, water",vegetarian,spicy,main course,10,45,https://media.istockphoto.com/id/1130228942/photo/indian-dal-traditional-indian-soup-lentils-indian-dhal-spicy-curry-in-bowl-spices-herbs.jpg?b=1&s=170667a&w=0&k=20&c=m4y2gI7FgAufBV_H30OffwLqm-ey3n7RyaD6LeD93Zo=
spicy gram flour,"gram flour, mustard, garlic, turmeric, red chillies",vegetarian,spicy,main course,10,25,https://media.istockphoto.com/id/1206257311/photo/bread-pakora.jpg?b=1&s=170667a&w=0&k=20&c=Po6ROrmUL_ku8wV-M3jtPFFLiTW9jb7oHoMYyVlabRs=
prawn salad,"prawns, oil, coconut, ginger",non vegetarian,spicy,main course,30,45,https://media.istockphoto.com/id/1070938206/photo/shrimp-salad-with-tomato-olives-and-cashew-nuts.jpg?b=1&s=170667a&w=0&k=20&c=gOwt1ujQat8T6oiTd5kBbVlxlJs_kjNvKf-kiw1DpGs=
suji dumplings,"urad daal, potatoes, flour, suji",vegetarian,spicy,main course,20,40,https://media.istockphoto.com/id/1333794748/photo/kajjikayalu-is-a-traditional-telugu-delicacy-from-andhra-pradesh-south-india.jpg?b=1&s=170667a&w=0&k=20&c=OB9HPkRhq5uaI8u59QLnRU4hXZdjcAsSvdYwiZqhedU=
bajray rooti,"flour, millet flour",vegetarian,spicy,main course,10,10,https://media.istockphoto.com/id/1156279807/photo/bajra-sorghum-ki-roti-or-pearl-millet-flat-bread.jpg?b=1&s=170667a&w=0&k=20&c=c6tPwKE2OSBQbQRkbQsIldbV5_8PB-9_zEAAuYrm1m4=
coconut barfi,"condensed milk, mawa, desiccated coconut, almonds, cashews",vegetarian,sweet,dessert,20,30,https://media.istockphoto.com/id/1433316355/photo/white-coconut-fudge-in-a-shell-of-coconut.jpg?b=1&s=170667a&w=0&k=20&c=kMqYyUesPAaUff6-4PCtpKsKuPwhtJipOJu3JxTD6HQ=
steamed flatbread,"jowar flour, sesame seeds",vegetarian,other,main course,20,25,https://media.istockphoto.com/id/1331913776/photo/lebanese-flatbread-isolated-on-white-background.jpg?b=1&s=170667a&w=0&k=20&c=DdaYrl2PgfPaI7TDfV5RVdbejZCQ08b33MxP1_mHYio=
fried duck soup,"bombay duck, malvani masala, rice flour, green chillies",non vegetarian,spicy,main course,30,50,https://media.istockphoto.com/id/1439710631/photo/duck-noodles-with-stewed-duck-soup.jpg?b=1&s=170667a&w=0&k=20&c=oJkzyWwKTodL3Rlt72k_GA-n9opR6mU9pcZfHNxUKkA=
spiral sweet rolls,"rice flour, sesame, flour, turmeric, red chillies",vegetarian,spicy,snack,10,40,https://media.istockphoto.com/id/1356248011/photo/morning-rolls.jpg?b=1&s=170667a&w=0&k=20&c=rV4JsgDDjj454hrPWmOatV79eH6xNnY5Aa2V4XFrMj0=
fried potato crisps,"potatoes,salt, pepper",vegetarian,spicy,snack,20,30,https://media.istockphoto.com/id/878283374/photo/potato-crisps.jpg?b=1&s=170667a&w=0&k=20&c=mUNo6LVWbY_JEEKHrGI967h9RSfqG--6cfQdYV9FiHI=
cholay papar,"urad daal, gram flour, dried mango, baking soda, black salt",vegetarian,spicy,snack,5,15,https://media.istockphoto.com/id/1225531414/photo/delicious-fresh-chick-pea-curry.jpg?b=1&s=170667a&w=0&k=20&c=GLVcBy1YFXm3r9t62Bn9rIk42gLt9hq1tiVGvdIt-_Q=
khopra barfi,"condensed milk, nestle cream, coconut ice, red food coloring, desiccated coconut",vegetarian,other,main course,20,30,https://media.istockphoto.com/id/1156447832/photo/khopara-pak-or-coconut-burfi.jpg?b=1&s=170667a&w=0&k=20&c=Pj2pybc3XUWNwbAL30cVTt62yQAtUDZpbLZzTO2lHjQ=
daal cake,"flour, daal, kokum, gur, gram flour",vegetarian,spicy,main course,20,30,https://media.istockphoto.com/id/1296809718/photo/dry-nuts-cake.jpg?b=1&s=170667a&w=0&k=20&c=BBTYzMqJ6ylIeBmOeusvlDGPaXJ2Oi-HVMP-miokVvs=
potato stuffed bun,"pav, potatoes, peanuts, pomegranate, star anise",vegetarian,spicy,snack,30,10,https://media.istockphoto.com/id/1443030673/photo/burger-in-bun-with-cheese-and-vegetable-garnish.jpg?b=1&s=170667a&w=0&k=20&c=vcoEw6IGxcbV0bANZlmH4XgMDml11hse2yl4zE1tUR8=
dahi baray,"urad daal, bhuna chana, garam masala, dates, tamarind, yoghurt",vegetarian,other,snack,30,30,https://media.istockphoto.com/id/1320934356/photo/traditional-food.jpg?b=1&s=170667a&w=0&k=20&c=5hwJ69aX8-TMFwcgwky-LoU_b_--f5p_JLtgPbSrZjk=
lentil daal,"lentils, oil, curry leaves, mustard seeds, red chillies",vegetarian,other,main course,5,20,https://media.istockphoto.com/id/1406734975/photo/indian-dal-food-and-homemade-flatbread-chapati-traditional-indian-soup-lentils-indian-dhal.jpg?b=1&s=170667a&w=0&k=20&c=Lu9tEQvbe9h4wITk3K9IPjW5SxF2szXtePR6GJY3YPU=
savoury coconut cake,"coconut, gram flour, mustard, sesame",vegetarian,spicy,snack,10,20,https://media.istockphoto.com/id/1409394869/photo/homemade-durian-mousse-cake.jpg?b=1&s=170667a&w=0&k=20&c=U99OWR72EqDAn5wUH7F6ZcXjGrOsjIaYnOTXI4onQF4=
dudhi halwa,"bottle gourd, raisins, sugar, clarified butter",vegetarian,spicy,main course,15,30,https://media.istockphoto.com/id/1124639594/photo/indian-sweet-dish-bottle-gourd-barfi.jpg?b=1&s=170667a&w=0&k=20&c=giHFkaI-37IzeZ1Ca35SSH4fm7b1IcL1C_HAHfSf_m4=
butter chicken stew,"yoghurt, besan, sauce, garam masala, gram flour,chicken, butter",vegetarian,spicy,main course,10,20,https://media.istockphoto.com/id/889602780/photo/butter-chicken-curry-inside-karahi-indian-serving-dishes-north-indian-food.jpg?b=1&s=170667a&w=0&k=20&c=Z48vbtuyirLU0hFuJ1P5UPHe_qGZNTMJJONECG6mCnk=
gur papri,"flour, jaggery, clarified butter, almonds",vegetarian,sweet,dessert,10,20,https://media.istockphoto.com/id/1126075755/photo/image-of-traditional-indian-street-food-papri-chaat-chat-papri-in-new-delhi-india.jpg?b=1&s=170667a&w=0&k=20&c=nkZuBLfyp744WbjIVqnvwHZxpVk5GMeUMHt7vmyy7-g=
sweet samosa,"dry fruits, semolina, flour",vegetarian,spicy,snack,20,30,https://media.istockphoto.com/id/1156466548/photo/sweet-samosa.jpg?b=1&s=170667a&w=0&k=20&c=wtIyM1OD7n_whpyc_lORN6Pl1HFmymu6wHLbyo2_HDw=
vegetable cake,"bottle gourd, chana daal, cabbage, urad daal, toor daal",vegetarian,spicy,snack,20,30,https://media.istockphoto.com/id/1059549530/photo/mushroom-pie.jpg?b=1&s=170667a&w=0&k=20&c=a50Uv-C1knmUimT8i57x8WqpZAO5XxfrVNA6FD_4h_o=
halwa roll,"rava, chia seed, lemon, edible gum, milk",vegetarian,sweet,dessert,60,120,https://media.istockphoto.com/id/1366840403/photo/turkish-delight-pastille-roll-with-sherbet-and-nuts-sweet-dessert-soft-focus.jpg?b=1&s=170667a&w=0&k=20&c=xwVaS3ZSv9zQYAU3HFL9cO-mtH9aVzkmFfMM8t_x_Ng=
zeera aloo,"green chillies, lemon juice, chillies, potatoes",vegetarian,spicy,main course,10,30,https://media.istockphoto.com/id/480813778/photo/potato-puri-paratha.jpg?b=1&s=170667a&w=0&k=20&c=3m13ziKzLs4c1lVYfB3COCAdGQnKuezCTeFz1oJz7MU=
cashews delight,"flour, cashews, oil",vegetarian,other,main course,10,40,https://media.istockphoto.com/id/1434177332/photo/traditional-turkish-delicacies-varieties-of-turkish-delight.jpg?b=1&s=170667a&w=0&k=20&c=WhJuOBudqBIgj4J425YUlpFCTL3A5VI-c5l4dAA13dc=
aam ras,"mango, sugar",vegetarian,sour,main course,10,10,https://media.istockphoto.com/id/1325423600/photo/mango-pulp-aam-rus-or-ras-served-in-small-bowls.jpg?b=1&s=170667a&w=0&k=20&c=YVPbYPLVaRqq2jyOZzQ6CIV8YjXTcsovAyixcJYqlcA=
spicy papar,"flour, low fat, gram flour",vegetarian,spicy,snack,20,40,https://media.istockphoto.com/id/1157917034/photo/salty-snacks-pretzels-chips-crackers.jpg?b=1&s=170667a&w=0&k=20&c=aQ87F9uttz-b14DjiweUY0vbvODKPiFsZM5W6vEKPAg=
gram flour rolls,"green chillies, sesame seeds, gram flour, curry leaves",vegetarian,spicy,snack,20,45,https://media.istockphoto.com/id/1336429913/photo/khandvi-a-traditional-gujrati-indian-food-served-as-a-breakfast-or-brunch.jpg?b=1&s=170667a&w=0&k=20&c=CPPkl-69dL--e7BIpPpuu0VoQsWK3YzY5rXG6ltJrII=
peppercorn curry,"rice flour, urad daal, flour, gram flour, turmeric, peppercorn",vegetarian,spicy,snack,10,25,https://media.istockphoto.com/id/176886766/photo/coconut-milk-corn-curry.jpg?b=1&s=170667a&w=0&k=20&c=-mulXUsf7vZ7CEgRzGgmb5wiDS04DONJ0ZAdVDSBZsE=
ghee stuffed rolls,"cinnamon, jaggery, clarified butter, dry roasted",vegetarian,spicy,main course,10,40,https://media.istockphoto.com/id/888366454/photo/chicken-wrap.jpg?b=1&s=170667a&w=0&k=20&c=z7J-1rgr3Uth63YSqqA-aUyVRODTRikevtl5c9Uw7jQ=
veggie yoghurt salad,"cucumber, carrots, tomatoes, cilantro",vegetarian,spicy,main course,10,10,https://media.istockphoto.com/id/1056787708/photo/sauce-of-yogurt-with-herbs-spices-and-cucumber-close-up-on-the-table-raita-horizontal-top-view.jpg?b=1&s=170667a&w=0&k=20&c=I7BnH0NJZdqymBLgDf6aJs0OfxT8Mx2iUCIBpEPGyOY=
methi laddoo,"gram flour, lemon juice, turmeric, fenugreek leaves",vegetarian,bitter,main course,15,30,https://media.istockphoto.com/id/849575528/photo/laddu-sweet-food.jpg?b=1&s=170667a&w=0&k=20&c=wmd8hJhgkNn2IwK8w0rvu0Z1PIqZ2G6v3MQglOSiekY=
almond confectionary sweet,"rose water, pistachios, almonds, gram flour, saffron",vegetarian,sweet,dessert,5,45,https://media.istockphoto.com/id/513070847/photo/raw-organic-almond-butter.jpg?b=1&s=170667a&w=0&k=20&c=770uo4tDeISRC3FiA1qx8FSTJ4NL_J87IN7DtBd09mA=
fenugreek rolls,"bottle gourd, flour, rava, sesame seeds, gram flour,fenuugreek",vegetarian,bitter,snack,15,30,https://media.istockphoto.com/id/1330523145/photo/whole-wheat-methi-thepla-rolls-with-paneer-capsicum-filling-and-a-bowl-of-masala-curd.jpg?b=1&s=170667a&w=0&k=20&c=2jTn-hRtESJV_mB7LxmtQcuiGYBX32QEbgJMqnZjwXI=
patra,"arbi ke patte, sesame seeds, gur, gram flour, imli",vegetarian,spicy,snack,10,40,https://media.istockphoto.com/id/1410485660/photo/indian-spicy-food-patra-or-pattod.jpg?b=1&s=170667a&w=0&k=20&c=NNzvE9RIRcDBrduqrRpl25wsjxPWBJ-Yys6UdDtoE2U=
pao bhaji,"pao bhaji masala, gobi, potatoes, green peas, dinner rolls",vegetarian,spicy,main course,20,40,https://media.istockphoto.com/id/1449996663/photo/pao-bhajji-and-pasta-in-a-restaurent-buffet-counter-food-stock-photo.jpg?b=1&s=170667a&w=0&k=20&c=3S_xx4Kb2WXtKoBWECBwNBBfnmHNIusqcNDv4_54lfQ=
puri bhaji,"potatoes, urad daal, mustard, ginger, curry leaves",vegetarian,spicy,main course,10,30,https://media.istockphoto.com/id/1251649602/photo/puri-and-potato-curry-aalu-sabji-close-up-of-an-indian-cuisine-in-round-plate.jpg?b=1&s=170667a&w=0&k=20&c=tMi9Tfn0URQSEMHPZkpM_QifMoUA0DIHsTESSSx5UDc=
sabudana khichri,"peanuts, sabudana, lemon, oil, curry leaves, green chillies",vegetarian,spicy,snack,70,30,https://media.istockphoto.com/id/907618200/photo/sabudana-khichdi-is-a-light-dish-made-with-sabudana.jpg?b=1&s=170667a&w=0&k=20&c=QgswovEl0D6_bwY2HjZPEigRQt8Q37AKuL61JgTj6h8=
chickpeas seo,"pomegranate, seo, chickpeas",vegetarian,spicy,main course,20,30,https://media.istockphoto.com/id/1316824320/photo/healthy-quinoa-black-bean-salad-with-mango-and-avocado.jpg?b=1&s=170667a&w=0&k=20&c=Xq-xjKDbSk5-Ca42QbhtpIdQkZJqdzqiWdU0rX71WIA=
tomato seo,"seo, ginger, tomatoes",vegetarian,spicy,main course,20,30,https://media.istockphoto.com/id/1179371965/photo/custom-made-lunch-with-meat-and-potatoes.jpg?b=1&s=170667a&w=0&k=20&c=ey7YmLMxkAxevkct7gvND55JjjxlQ5cvb6_tsjmZ8i4=
namakpara,"flour, baking soda, flour, black pepper, sunflower oil",vegetarian,spicy,snack,10,35,https://media.istockphoto.com/id/1142151319/photo/namak-para-a-fried-snack-from-pakistan-and-india.jpg?b=1&s=170667a&w=0&k=20&c=IQvgHM-ye276AcmnIKHoZO4oPBbFpcYGoKjE7Kqxvfo=
gur kheer,"flour, gur, clarified butter",vegetarian,sweet,dessert,10,20,https://media.istockphoto.com/id/1323127487/photo/close-up-of-a-famous-bengali-dessert-nolen-gurer-chanar-payesh-or-milk-pudding-of-cottage.jpg?b=1&s=170667a&w=0&k=20&c=rh2p61ULJSQw87ijWV0Cd2YiPNs1e4_hhTdpJ-eZDLc=
